query_movie_id,query_title,model,rank,recommended_movie_id,recommended_title,cosine_similarity,recommended_overview
603,The Matrix,mpnet,6,586810,Mars Express,0.506683349609375,"In 2200, private detective Aline Ruby and her android partner Carlos Rivera are hired by a wealthy businessman to track down a notorious hacker. On Mars, they descend deep into the underbelly of the planet's capital city where they uncover a darker story of brain farms, political corruption, and a missing girl who holds a secret about the robots that threatens to change the face of the universe."
603,The Matrix,mpnet,7,10945,Jumpin' Jack Flash,0.49688810110092163,"Terry works for a bank, and uses computers to communicate with clients all over the world. One day, she gets a strange coded message from an unknown source. After decoding the message, Terry becomes embroiled in an espionage ring. People are killed, and Terry is chased. Throughout, she remains in contact with this mysterious person, who needs Terry's help save his life."
603,The Matrix,mpnet,8,670292,The Creator,0.4958993196487427,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself."
603,The Matrix,mpnet,9,2322,Sneakers,0.4925493001937866,"When shadowy U.S. intelligence agents blackmail a reformed computer hacker and his eccentric team of security experts into stealing a code-breaking 'black box' from a Soviet-funded genius, they uncover a bigger conspiracy. Now, he and his 'sneakers' must save themselves and the world economy by retrieving the box from their blackmailers."
603,The Matrix,mpnet,10,97,Tron,0.49227815866470337,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world and becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment."
603,The Matrix,gte_modernbert,1,860,WarGames,0.7359635233879089,"High school student David Lightman has a talent for hacking. But while trying to hack into a computer system to play unreleased video games, he unwittingly taps into the Department of Defense's war computer and initiates a confrontation of global proportions. Together with his friend and a wizardly computer genius, David must race against time to outwit his opponent and prevent a nuclear Armageddon."
603,The Matrix,gte_modernbert,2,9323,Ghost in the Shell,0.7282288074493408,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster."
603,The Matrix,gte_modernbert,3,604,The Matrix Reloaded,0.7250813245773315,"The Resistance builds in numbers as humans are freed from the Matrix and brought to the city of Zion. Neo discovers his superpowers, including the ability to see the code inside the Matrix. With machine sentinels digging to Zion in 72 hours, Neo, Morpheus and Trinity must find the Keymaker to ultimately reach the Source."
603,The Matrix,gte_modernbert,4,97,Tron,0.7240980863571167,"When brilliant video game maker Flynn hacks the mainframe of his ex-employer, he is beamed inside an astonishing digital world and becomes part of the very game he is designing. In his mission through cyberspace, Flynn matches wits with a maniacal Master Control Program and teams up with Tron, a security measure created to bring balance to the digital environment."
603,The Matrix,gte_modernbert,5,363579,The Age of Shadows,0.7238298654556274,"Set in the late 1920s, The Age of Shadows follows the cat-and-mouse game that unfolds between a group of resistance fighters trying to bring in explosives from Shanghai to destroy key Japanese facilities in Seoul, and Japanese agents trying to stop them."
603,The Matrix,gte_modernbert,6,605,The Matrix Revolutions,0.72278892993927,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.
603,The Matrix,gte_modernbert,7,284427,Who Am I,0.7221059799194336,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage."
603,The Matrix,gte_modernbert,8,87101,Terminator Genisys,0.7212311029434204,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever."
603,The Matrix,gte_modernbert,9,586810,Mars Express,0.72038733959198,"In 2200, private detective Aline Ruby and her android partner Carlos Rivera are hired by a wealthy businessman to track down a notorious hacker. On Mars, they descend deep into the underbelly of the planet's capital city where they uncover a darker story of brain farms, political corruption, and a missing girl who holds a secret about the robots that threatens to change the face of the universe."
603,The Matrix,gte_modernbert,10,10999,Commando,0.7196038365364075,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed."
597,Titanic,minilm,1,19997,Niagara,0.4954584538936615,"Rose Loomis and her older, gloomier husband, George, are vacationing at a cabin in Niagara Falls, N.Y. The couple befriend Polly and Ray Cutler, who are honeymooning in the area. Polly begins to suspect that something is amiss between Rose and George, and her suspicions grow when she sees Rose in the arms of another man. While Ray initially thinks Polly is overreacting, things between George and Rose soon take a shockingly dark turn."
597,Titanic,minilm,2,13283,Barbie as the Island Princess,0.4662162661552429,"Young Rosella is saved by a few kind animals after a shipwreck. Now called Ro, she learns to talk to animals. One day, she saves the life of a prince and returns to civilisation to discover her past."
597,Titanic,minilm,3,25189,The Mirror Has Two Faces,0.45135626196861267,"Rose Morgan, who still lives with her mother, is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin, a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect."
597,Titanic,minilm,4,588,Silent Hill,0.4405806064605713,"Rose, a desperate mother, takes her adopted daughter, Sharon, to the town of Silent Hill in an attempt to cure her of her ailment. After a violent car crash, Sharon disappears, and Rose embarks on a horrific journey to get her back and begins to uncover the truth behind the apocalyptic disaster that burned the town 30 years earlier."
597,Titanic,minilm,5,490445,Dumped,0.42291539907455444,"Françoise has just been dumped by her husband for a much younger woman. In order to cheer her up, and to celebrate her 60th birthday, sisters Rose and Alice decide to take their mother to a resort on the tropical island of Reunion so they can relax, work on their tans, and have too many margaritas. But when Rose pays a one-night stand, Thierry, to show her mother a good time, their holiday plans start to unravel."
597,Titanic,minilm,6,11489,Rosetta,0.39672479033470154,"Young, impulsive Rosetta lives a hard and stressful life as she struggles to support herself and her alcoholic mother. Refusing all charity, she is desperate to maintain a dignified job."
597,Titanic,minilm,7,10493,Dead Calm,0.394619345664978,"An Australian couple takes a sailing trip in the Pacific to get over the recent loss of their son. While on the open sea, they come across a sinking ship with one survivor who is not at all what he seems."
597,Titanic,minilm,8,635910,The Last Voyage of the Demeter,0.3931366205215454,The crew of the merchant ship Demeter attempts to survive the ocean voyage from Carpathia to London as they are stalked each night by a merciless presence onboard the ship.
597,Titanic,minilm,9,8966,Twilight,0.38000988960266113,"When Bella Swan moves to a small town in the Pacific Northwest, she falls in love with Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't stay away from him, a fatal move that endangers her own life."
597,Titanic,minilm,10,4587,Mermaids,0.3770739436149597,"Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are."
597,Titanic,mpnet,1,12155,Alice in Wonderland,0.4504970610141754,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny."
597,Titanic,mpnet,2,19997,Niagara,0.4445120394229889,"Rose Loomis and her older, gloomier husband, George, are vacationing at a cabin in Niagara Falls, N.Y. The couple befriend Polly and Ray Cutler, who are honeymooning in the area. Polly begins to suspect that something is amiss between Rose and George, and her suspicions grow when she sees Rose in the arms of another man. While Ray initially thinks Polly is overreacting, things between George and Rose soon take a shockingly dark turn."
597,Titanic,mpnet,3,401200,Kursk,0.43096858263015747,"Barents Sea, August 12th, 2000. During a Russian naval exercise, and after suffering a serious accident, the K-141 Kursk submarine sinks with 118 crew members on board. While the few sailors who are still alive barely manage to survive, their families push for accurate information and a British officer struggles to obtain from the Russian government a permit to attempt a rescue before it is late. But general incompetence are against all their efforts."
597,Titanic,mpnet,4,27374,Lake Mungo,0.4263554811477661,"After 16-year-old Alice Palmer drowns at a local dam, her family experiences a series of strange, inexplicable events centered in and around their home. Unsettled, the Palmers seek the help of a psychic and parapsychologist, who discovers that Alice led a secret, double life. At Lake Mungo, Alice's secret past emerges."
597,Titanic,mpnet,5,309304,Grandma,0.41582125425338745,"Self-described misanthrope Elle Reid has her protective bubble burst when her 18-year-old granddaughter, Sage, shows up needing help. The two of them go on a day-long journey that causes Elle to come to terms with her past and Sage to confront her future."
597,Titanic,mpnet,6,13283,Barbie as the Island Princess,0.4118462800979614,"Young Rosella is saved by a few kind animals after a shipwreck. Now called Ro, she learns to talk to animals. One day, she saves the life of a prince and returns to civilisation to discover her past."
597,Titanic,mpnet,7,293863,The Age of Adaline,0.40932467579841614,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life."
597,Titanic,mpnet,8,503,Poseidon,0.40274879336357117,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives."
597,Titanic,mpnet,9,10867,Malena,0.39568960666656494,"12-year-old Renato experiences three significant events on the same day: the beginning of the Second World War, getting a bike, and witnessing the arrival of the gorgeous Malèna. Through his eyes, we see the curse of beauty and loneliness of Malena, whose husband is presumed dead, and, through his soul, we see his love for her."
597,Titanic,mpnet,10,311291,45 Years,0.3917217254638672,"There is just one week until Kate Mercer's 45th wedding anniversary and the planning for the party is going well. But then a letter arrives for her husband. The body of his first love has been discovered, frozen and preserved in the icy glaciers of the Swiss Alps. By the time the party is upon them, five days later, there may not be a marriage left to celebrate."
597,Titanic,gte_modernbert,1,2252,Eastern Promises,0.6408401727676392,A Russian teenager living in London dies during childbirth but leaves clues in her diary that could tie her child to a rape involving a violent Russian mob family.
597,Titanic,gte_modernbert,2,551,The Poseidon Adventure,0.6400470733642578,"When their ocean liner capsizes, a group of passengers struggle to survive and escape."
597,Titanic,gte_modernbert,3,21057,Ocean Waves,0.6358355283737183,"At Kichijōji Station, Tokyo, Taku Morisaki glimpses a familiar woman on the platform opposite boarding a train. Later, her photo falls from a shelf as he exits his apartment before flying to Kōchi Prefecture. Picking it up, he looks at it briefly before leaving. As the aeroplane takes off, he narrates the events that brought her into his life..."
597,Titanic,gte_modernbert,4,785542,The Outrun,0.6348251104354858,"Fresh out of rehab, Rona returns to the Orkney Islands—a place both wild and beautiful, right off the Scottish coast. Now 29 and after more than a decade of living life on the edge in London, where she both found and lost love, Rona attempts to come to terms with her troubled past. As she reconnects with the dramatic landscape where she grew up, memories of her traumatic childhood merge with more recent challenging events that have set her on the path to recovery."
597,Titanic,gte_modernbert,5,1290879,The Woman in Cabin 10,0.6345946788787842,"On a lavish yacht for an assignment, a journalist sees a passenger go overboard. But when no one believes her, she risks her life to uncover the truth."
597,Titanic,gte_modernbert,6,332340,Man Up,0.6331479549407959,"A 34 year old single woman, Nancy, hung-over again, exhausted by the endless fruitless set ups by her friends, traveling across London to toast another 10 years of her parent's successful happy magical marriage runs in with a 40 year old divorcee, Jack, who mistakes her for his 24 year old blind date. Nancy, deciding to go with it, happens to hop on the most chaotic yet hilarious journey of her life which neither of them will ever forget."
597,Titanic,gte_modernbert,7,10606,The Philadelphia Experiment,0.6314542889595032,"Based on an ""actual event"" that took place in 1943. About a US Navy Destroyer Escort that disappeared from the Philadelphia Naval Shipyard, and sent two men 40 years into the future to 1984."
597,Titanic,gte_modernbert,8,490445,Dumped,0.6312099695205688,"Françoise has just been dumped by her husband for a much younger woman. In order to cheer her up, and to celebrate her 60th birthday, sisters Rose and Alice decide to take their mother to a resort on the tropical island of Reunion so they can relax, work on their tans, and have too many margaritas. But when Rose pays a one-night stand, Thierry, to show her mother a good time, their holiday plans start to unravel."
597,Titanic,gte_modernbert,9,9073,Free Willy 2: The Adventure Home,0.6300264000892639,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.
597,Titanic,gte_modernbert,10,363676,Sully,0.6298248171806335,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the Hudson River, saving the lives of all 155 souls aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career."
348,Alien,minilm,1,679,Aliens,0.48905473947525024,"Ripley, the sole survivor of the Nostromo's deadly encounter with the monstrous Alien, returns to Earth after drifting through space in hypersleep for 57 years. Although her story is initially met with skepticism, she agrees to accompany a team of Colonial Marines back to LV-426."
348,Alien,minilm,2,9964,Bad Taste,0.4692290723323822,"A team from the intergalactic fast food chain Crumb's Crunchy Delights descends on Earth, planning to make human flesh the newest taste sensation. After they wipe out the New Zealand town Kaihoro, the country’s Astro-Investigation and Defense Service (AIaDS) is called in to deal with the problem. Things are complicated due to Giles, an aid worker who comes to Kaihoro the same day to collect change from the residents. He is captured by the aliens, and AIaDS stages a rescue mission that quickly becomes an all-out assault on the aliens’ headquarters."
348,Alien,minilm,3,945961,Alien: Romulus,0.45571959018707275,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe."
348,Alien,minilm,4,70981,Prometheus,0.4421384930610657,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race."
348,Alien,minilm,5,56832,Gantz,0.4351177215576172,"After trying to rescue a man on the subway tracks, two teens wake up in a room dominated by a mysterious black sphere that sends them to hunt down and kill aliens hiding on Earth."
348,Alien,minilm,6,274870,Passengers,0.43173277378082275,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early."
348,Alien,minilm,7,1682,Mothra vs. Godzilla,0.43017733097076416,"Journalists Ichiro Sakai and Junko cover the wreckage of a typhoon when an enormous egg is found and claimed by greedy entrepreneurs. Mothra's fairies arrive and are aided by the journalists in a plea for its return. As their requests are denied, Godzilla arises near Nagoya and the people of Infant Island must decide if they are willing to answer Japan's own pleas for help."
348,Alien,minilm,8,190847,The Last Days on Mars,0.42924070358276367,"On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery – fossilized evidence of bacterial life. Unwilling to let the relief crew claim all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger."
348,Alien,minilm,9,174772,Europa Report,0.4292157292366028,"A crew travels to Europa, Jupiter’s icy moon, to investigate signs of life in its subsurface ocean, but disaster cuts them off from Earth, leading to a tense and dangerous exploration."
348,Alien,minilm,10,43933,Monsters,0.4248760938644409,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border."
348,Alien,mpnet,1,945961,Alien: Romulus,0.6173275709152222,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe."
348,Alien,mpnet,2,54318,The Water Horse,0.5463731288909912,A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.
348,Alien,mpnet,3,9457,Deep Rising,0.5462358593940735,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first."
348,Alien,mpnet,4,517302,Hatching,0.5345017313957214,"12 year old Tinja is desperate to please her mother, a woman obsessed with presenting the image of a perfect family. One night, Tinja finds a strange egg. What hatches is beyond belief."
348,Alien,mpnet,5,9645,Ghost Ship,0.5223428010940552,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature."
348,Alien,mpnet,6,56832,Gantz,0.5165531039237976,"After trying to rescue a man on the subway tracks, two teens wake up in a room dominated by a mysterious black sphere that sends them to hunt down and kill aliens hiding on Earth."
348,Alien,mpnet,7,573164,An Egg Rescue,0.5142140984535217,Toto and his friends must rescue his egg children after they're taken away for a gourmet food event in Africa.
348,Alien,mpnet,8,13220,Splinter,0.5043134093284607,"When their plans for a nature trip go awry, Polly and boyfriend Seth decide to check into a motel. On their way, they're carjacked and kidnapped by low-rent crooks Dennis and Lacey, who take the victims and their SUV to a nearby gas station. Along the way, they encounter an increasingly terrifying horde of parasites, and if any of them intend to survive, they'll have to outsmart the deadly organisms."
348,Alien,mpnet,9,60935,The Thing,0.4983477294445038,"When paleontologist Kate Lloyd travels to an isolated outpost in Antarctica for the expedition of a lifetime, she joins an international team that unearths a remarkable discovery. Their elation quickly turns to fear as they realize that their experiment has freed a mysterious being from its frozen prison. Paranoia spreads like an epidemic as a creature that can mimic anything it touches will pit human against human as it tries to survive and flourish in this spine-tingling thriller."
348,Alien,mpnet,10,16672,Woman in the Dunes,0.4974820613861084,A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.
348,Alien,gte_modernbert,1,945961,Alien: Romulus,0.80396568775177,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe."
348,Alien,gte_modernbert,2,1685,Beneath the Planet of the Apes,0.7698007822036743,"The sole survivor of an interplanetary rescue mission lands on the planet of the apes, and uncovers a horrible secret beneath the surface."
348,Alien,gte_modernbert,3,174772,Europa Report,0.7635917663574219,"A crew travels to Europa, Jupiter’s icy moon, to investigate signs of life in its subsurface ocean, but disaster cuts them off from Earth, leading to a tense and dangerous exploration."
348,Alien,gte_modernbert,4,8413,Event Horizon,0.7614311575889587,"In 2047, a group of astronauts are sent to investigate and salvage the starship Event Horizon which disappeared mysteriously seven years before on its maiden voyage. However, it soon becomes evident that something sinister resides in its corridors."
348,Alien,gte_modernbert,5,10153,Sphere,0.7582783699035645,"A spacecraft is discovered at the bottom of the Pacific Ocean, presumed to be at least 300 years old and of alien origin. A crack team of scientists and experts is assembled and taken to the ocean floor to investigate. However, the ship is not as it seems and when a giant perfect sphere is discovered in the cargo bay, things begin to fall apart."
348,Alien,gte_modernbert,6,9645,Ghost Ship,0.754321813583374,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature."
348,Alien,gte_modernbert,7,68179,Escape from Planet Earth,0.7512044906616211,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.
348,Alien,gte_modernbert,8,274870,Passengers,0.7497692704200745,"A spacecraft traveling to a distant colony planet and transporting thousands of people has a malfunction in its sleep chambers. As a result, two passengers are awakened 90 years early."
348,Alien,gte_modernbert,9,559581,Stowaway,0.7495502233505249,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.
348,Alien,gte_modernbert,10,1086260,The Astronaut,0.740861713886261,"After returning from her first space mission, astronaut Sam Walker is placed under NASA’s care at a high security house for rehabilitation and medical testing. However, when disturbing occurrences begin happening around the property, she fears that something extraterrestrial has followed her back to Earth"
9552,The Exorcist,minilm,1,439079,The Nun,0.6035308241844177,A priest with a dark past and a novice nearing her final vows are sent by the Vatican to Romania to investigate a nun's death and face a demonic force.
9552,The Exorcist,minilm,2,676547,Prey for the Devil,0.5964586734771729,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her."
9552,The Exorcist,minilm,3,420245,Don't Knock Twice,0.5799130201339722,A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.
9552,The Exorcist,minilm,4,22536,Thirst,0.5737549066543579,"A respected priest volunteers for an experimental procedure that may lead to a cure for a deadly virus. He gets infected and dies, but a blood transfusion of unknown origin brings him back to life. Now, he’s torn between faith and bloodlust, and has a newfound desire for the wife of a childhood friend."
9552,The Exorcist,minilm,5,36298,"Me, Them and Lara",0.5519657731056213,"A priest, after spending years in humanitary missions in Africa, reunites with his family, which is in worse conditions than when he left, and above all meets a young lady who will make him doubt both himself and his faith."
9552,The Exorcist,minilm,6,437342,The First Omen,0.5405704975128174,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate."
9552,The Exorcist,minilm,7,409297,A Dark Song,0.5382930040359497,A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.
9552,The Exorcist,minilm,8,31767,The Devils,0.537041187286377,"A charismatic 17th-century French priest becomes the target of a sexually obsessed nun’s witchcraft accusations, which corrupt church and state officials are all too happy to exploit.​​​​​​​​​​​​​​​​"
9552,The Exorcist,minilm,9,448194,Pyewacket,0.5311278104782104,"A frustrated, angry teenage girl awakens something in the woods when she naively performs an occult ritual to invoke a witch to kill her mother."
9552,The Exorcist,minilm,10,364116,The Other Side of the Door,0.5192806720733643,"Grieving over the loss of her son, a mother struggles with her feelings for her daughter and her husband. She seeks out a ritual that allows her say goodbye to her dead child, opening the veil between the world of the dead and the living. Her daughter becomes the focus of terror. She must now protect against the evil that was once her beloved son."
9552,The Exorcist,mpnet,1,439079,The Nun,0.7467919588088989,A priest with a dark past and a novice nearing her final vows are sent by the Vatican to Romania to investigate a nun's death and face a demonic force.
9552,The Exorcist,mpnet,2,437342,The First Omen,0.7135827541351318,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate."
9552,The Exorcist,mpnet,3,420245,Don't Knock Twice,0.7089498043060303,A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.
9552,The Exorcist,mpnet,4,676547,Prey for the Devil,0.696666955947876,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her."
9552,The Exorcist,mpnet,5,1041613,Immaculate,0.6944229602813721,"An American nun embarks on a new journey when she joins a remote convent in the Italian countryside. However, her warm welcome quickly turns into a living nightmare when she discovers her new home harbours a sinister secret and unspeakable horrors."
9552,The Exorcist,mpnet,6,480414,The Curse of La Llorona,0.6909428238868713,"In 1970s Los Angeles, the legendary ghost La Llorona is stalking the night -- and the children. Ignoring the eerie warning of a troubled mother, a social worker and her own kids are drawn into a frightening supernatural realm. Their only hope of surviving La Llorona's deadly wrath is a disillusioned priest who practices mysticism to keep evil at bay."
9552,The Exorcist,mpnet,7,31767,The Devils,0.6809503436088562,"A charismatic 17th-century French priest becomes the target of a sexually obsessed nun’s witchcraft accusations, which corrupt church and state officials are all too happy to exploit.​​​​​​​​​​​​​​​​"
9552,The Exorcist,mpnet,8,36298,"Me, Them and Lara",0.6687700748443604,"A priest, after spending years in humanitary missions in Africa, reunites with his family, which is in worse conditions than when he left, and above all meets a young lady who will make him doubt both himself and his faith."
9552,The Exorcist,mpnet,9,409297,A Dark Song,0.658627986907959,A determined young woman and a damaged occultist risk their lives and souls to perform a dangerous ritual that will grant them what they want.
9552,The Exorcist,mpnet,10,335796,Ouija: Origin of Evil,0.6574355363845825,"In 1967 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side."
9552,The Exorcist,gte_modernbert,1,439079,The Nun,0.8274049758911133,A priest with a dark past and a novice nearing her final vows are sent by the Vatican to Romania to investigate a nun's death and face a demonic force.
9552,The Exorcist,gte_modernbert,2,758323,The Pope's Exorcist,0.8184202313423157,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden."
9552,The Exorcist,gte_modernbert,3,516632,The Empty Man,0.8181661367416382,"On the trail of a missing girl, an ex-cop comes across a secretive group attempting to summon a terrifying supernatural entity."
9552,The Exorcist,gte_modernbert,4,420245,Don't Knock Twice,0.8173508644104004,A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.
9552,The Exorcist,gte_modernbert,5,437342,The First Omen,0.8159432411193848,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate."
9552,The Exorcist,gte_modernbert,6,24740,The Entity,0.806975781917572,"A single mom is raped by an invisible force. Her psychiatrist believes the experience stems from childhood trauma, while she knows something supernatural is at play."
9552,The Exorcist,gte_modernbert,7,86597,The Tall Man,0.7997465133666992,"When her child goes missing, a mother looks to unravel the legend of the Tall Man, an entity who allegedly abducts children."
9552,The Exorcist,gte_modernbert,8,345911,Lights Out,0.7907090187072754,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother."
9552,The Exorcist,gte_modernbert,9,968051,The Nun II,0.7898827791213989,"In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil."
9552,The Exorcist,gte_modernbert,10,864370,Incantation,0.7875611782073975,Inspired by the true story of a family who believed they were possessed by spirits. This film follows a woman who must protect her child from a curse.
857,Saving Private Ryan,minilm,1,3088,My Darling Clementine,0.5072590112686157,Three brothers stop off for a night in the town of Tombstone. The next morning they find one of their brothers dead and their cattle stolen. They decide to take revenge on the culprits.
857,Saving Private Ryan,minilm,2,7445,Brothers,0.505800724029541,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem."
857,Saving Private Ryan,minilm,3,728526,Encounter,0.5048142671585083,"A decorated Marine goes on a rescue mission to save his two young sons from an unhuman threat. As their journey takes them in increasingly dangerous directions, the boys will need to leave their childhoods behind."
857,Saving Private Ryan,minilm,4,438799,Overlord,0.5031417608261108,"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else."
857,Saving Private Ryan,minilm,5,10105,Saints and Soldiers,0.48311716318130493,Five American soldiers fighting in Europe during World War II struggle to return to Allied territory after being separated from U.S. forces during the historic Malmedy Massacre.
857,Saving Private Ryan,minilm,6,11658,Tae Guk Gi: The Brotherhood of War,0.4827028512954712,"When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle."
857,Saving Private Ryan,minilm,7,10782,Basic,0.4807679057121277,"When a hurricane hits a US Army base on the edge of the Panama Canal, an elite covert operations team of US Army Rangers recruits are on a routine jungle training exercise that goes horribly awry. Only two recruits are rescued, one of which is badly injured, but both have different accounts regarding the fate of their leader, legendary and ruthless Army Ranger Drill Sergeant Nathan West, and the rest of their platoon. Tom Hardy, an ex-army Ranger turned maverick DEA agent is brought in to solve the mystery and uncover what really happened out there."
